ANTUSDT,KAVAUSDT,ANTUSDT_perc,KAVAUSDT_perc,spread,zscore
1.67,1.711,1.0,1.0,-0.2839374941698427,
1.666,1.608,0.9976047904191617,0.9398012857977791,-0.17031296938930862,
1.729,1.77,1.0353293413173654,1.0344827586206897,-0.2923146491412161,
1.922,1.834,1.1508982035928144,1.0718877849210988,-0.1724017324999949,
1.875,1.821,1.122754491017964,1.0642898889538281,-0.2045559186927428,
1.687,1.826,1.010179640718563,1.0672121566335475,-0.39826584708014745,
1.677,1.92,1.004191616766467,1.1221507890122735,-0.515612500763353,
1.569,1.99,0.9395209580838323,1.163062536528346,-0.7035514981870175,
1.597,1.893,0.9562874251497007,1.1063705435417883,-0.5647788874713688,
1.536,1.774,0.9197604790419163,1.0368205727644653,-0.4898825918511398,
1.516,1.792,0.9077844311377246,1.0473407364114553,-0.5304383340457965,
1.555,1.798,0.9311377245508982,1.0508474576271187,-0.4982902481106819,
1.559,1.748,0.9335329341317365,1.021624780829924,-0.4371909642366363,
1.634,1.799,0.9784431137724551,1.0514319111630626,-0.42043223378816297,
1.683,1.804,1.0077844311377246,1.054354178842782,-0.3771421621755675,
1.686,1.827,1.0095808383233533,1.0677966101694913,-0.4004078327576286,
1.7,1.874,1.0179640718562875,1.0952659263588544,-0.44008115959923155,
1.76,1.826,1.0538922155688624,1.0672121566335475,-0.3252658470801475,
1.75,1.901,1.0479041916167666,1.1110461718293396,-0.42091477289121615,
1.694,1.791,1.0143712574850299,1.0467562828755113,-0.3512963483683156,
1.55,1.673,0.9281437125748504,0.977790765634132,-0.36054203842556776,0.2834075789519082
1.516,1.601,0.9077844311377246,0.9357101110461717,-0.312319069646942,0.6641232630879662
1.605,1.64,0.9610778443113773,0.9585037989479835,-0.26785651106869746,1.097410383072656
1.644,1.699,0.9844311377245509,0.9929865575686733,-0.29623366604007173,0.8713580944551793
1.746,1.729,1.0455089820359282,1.01052016364699,-0.22849323636449892,1.4970149414708267
1.771,1.761,1.0604790419161676,1.0292226767971946,-0.2400367780438879,1.448258628456901
1.713,1.747,1.025748502994012,1.02104032729398,-0.28204897855915534,1.0114726010300112
1.912,1.852,1.1449101796407186,1.0824079485680889,-0.2029574746946512,1.4904522984587016
1.889,1.95,1.1311377245508982,1.1396843950905902,-0.3378720710877807,0.3239393083520439
1.756,1.797,1.051497005988024,1.0502630040911747,-0.2961482624332008,0.6703302254470602
1.776,1.799,1.0634730538922157,1.0514319111630626,-0.27843223378816284,0.7845538073607886
1.686,1.767,1.0095808383233533,1.0327293980128578,-0.3318886921087736,0.08320098024556738
1.724,1.807,1.0323353293413173,1.0561075394506136,-0.3395681192080102,-0.12716935266850288
1.709,1.796,1.0233532934131737,1.0496785505552308,-0.34200627675572015,-0.24390056693390955
1.584,1.665,0.9485029940119761,0.973115137346581,-0.3174061530057204,0.06535773494395337
1.614,1.714,0.9664670658682636,1.0017533606078317,-0.34336345120228495,-0.3956037919478263
1.723,1.889,1.0317365269461078,1.1040327293980128,-0.43421094476144506,-1.8104259353153045
1.89,1.934,1.1317365269461077,1.130333138515488,-0.31860030024808617,-0.05361796493253243
1.992,1.892,1.192814371257485,1.1057860900058445,-0.1686369017938878,2.1623784010552316
1.971,1.899,1.180239520958084,1.1098772647574517,-0.197630801536254,1.5756437649206874
1.955,1.896,1.1706586826347307,1.10812390414962,-0.21020484450381138,1.2423884214139864
2.031,1.971,1.2161676646706587,1.1519579193454121,-0.21985377031487996,0.9949336720593481
1.949,2.029,1.1670658682634731,1.1858562244301576,-0.36808893960877254,-1.2163004761396945
1.926,2.036,1.1532934131736527,1.189947399181765,-0.3990828393511394,-1.4936212199660905
1.966,2.107,1.177245508982036,1.2314436002337814,-0.44016382245228436,-1.7997831839756095
2.032,2.175,1.2167664670658684,1.271186440677966,-0.45181884852098575,-1.7064836832378596
2.017,2.163,1.2077844311377246,1.2641729982466392,-0.4531150203912149,-1.5277120454225046
2.08,2.128,1.2455089820359282,1.2437171244886032,-0.3501455216793832,-0.3038620327498414
2.102,2.161,1.2586826347305389,1.2630040911747515,-0.36583104903625374,-0.41565692363288986
2.112,2.229,1.2646706586826348,1.3027469316189364,-0.4334860751049554,-1.1414052911903365
2.238,2.304,1.340119760479042,1.346580946814728,-0.3931350009160237,-0.6114294013389622
2.171,2.265,1.3,1.3237872589129165,-0.4155975594942687,-0.7953309568767677
2.181,2.286,1.3059880239520958,1.336060783167738,-0.4295792587213674,-0.8859477716032844
2.095,2.261,1.254491017964072,1.321449444769141,-0.48702961678434464,-1.3866595174974343
2.008,2.232,1.2023952095808383,1.304500292226768,-0.5409120321373986,-1.7183375161942862
2.006,2.249,1.2011976047904191,1.314436002337814,-0.562325788654574,-1.686053052520782
1.992,2.155,1.192814371257485,1.2594973699590881,-0.4689791349713679,-0.7575084132391394
1.863,2.034,1.1155688622754492,1.1887784921098772,-0.4597988679961773,-0.6582182070554184
1.758,1.972,1.0526946107784432,1.152542372881356,-0.4939957559923607,-0.8835691553477547
1.643,1.834,0.9838323353293413,1.0718877849210988,-0.4514017324999948,-0.4275155618999724
1.593,1.81,0.9538922155688623,1.0578609000584454,-0.47399407624045287,-0.5944741429938498
1.645,1.842,0.9850299401197605,1.07656341320865,-0.45853761791984216,-0.33748360482659706
1.649,1.784,0.9874251497005988,1.0426651081239042,-0.3883024486259492,0.9883456209781122
1.725,1.794,1.032934131736527,1.048509643483343,-0.3237223054007581,1.9973957006232805
1.679,1.813,1.0053892215568863,1.0596142606662768,-0.39142003327289543,0.824540942333153
1.754,1.838,1.0502994011976048,1.0742255990648744,-0.3449696752099185,1.4528378247652394
1.533,1.653,0.9179640718562874,0.9661016949152542,-0.35470232487594955,1.178395793772816
1.589,1.65,0.951497005988024,0.9643483343074225,-0.29527636784350664,1.8118858657186783
1.512,1.619,0.9053892215568863,0.9462302746931619,-0.3368748118415985,1.2002156688975898
1.659,1.72,0.9934131736526947,1.005260081823495,-0.3052153652671705,1.5280677634514097
1.586,1.684,0.9497005988023953,0.9842197545295148,-0.3371038808778577,1.0128118536526758
1.659,1.782,0.9934131736526947,1.0414962010520163,-0.37601847727098714,0.49343448363136033
1.733,1.735,1.0377245508982036,1.0140268848626535,-0.24834515042938432,1.8519615722937228
1.769,1.72,1.0592814371257484,1.005260081823495,-0.19521536526717065,2.068626119304765
1.844,1.674,1.1041916167664672,0.9783752191700759,-0.06768402410304852,2.6125137463536787
1.868,1.696,1.118562874251497,0.9912331969608416,-0.06880770900762867,2.200843618589073
1.931,1.669,1.1562874251497006,0.9754529514903565,0.025025904284355915,2.428431767500533
1.911,1.517,1.1443113772455091,0.8866160140268847,0.1786077272614548,2.6680771890112696
1.847,1.583,1.1059880239520958,0.9251899473991817,0.03923667254771446,1.6548101909230606
1.82,1.65,1.0898203592814373,0.9643483343074225,-0.06427636784350654,1.0033211999862792
2.048,1.755,1.2263473053892215,1.0257159555815312,0.043815136020997514,1.4264429267945289
1.962,1.754,1.1748502994011976,1.0251315020455873,-0.041042878301521535,0.8915385278316313
1.962,1.724,1.1748502994011976,1.0075978959672705,-0.006783307977094255,0.9860963024608389
1.93,1.713,1.1556886227544911,1.0011689070718879,-0.02622146552480431,0.7962294483788778
1.734,1.53,1.0383233532934133,0.8942139099941554,-0.013238086545797279,0.7897053668255266
1.759,1.562,1.0532934131736527,0.9129164231443601,-0.02478162822518648,0.6500657203931427
1.657,1.531,0.9922155688622755,0.8947983635300992,-0.09138007222327804,0.19082434964824432
1.721,1.57,1.0305389221556887,0.9175920514319111,-0.07191751364503363,0.24108865242985905
1.75,1.602,1.0479041916167666,0.9362945645821157,-0.07946105532442305,0.1295267384523531
1.62,1.458,0.970059880239521,0.8521332554061951,-0.04501511776717115,0.28986013308148934
1.683,1.503,1.0077844311377246,0.8784336645236702,-0.03340447325381235,0.3008428268665005
1.66,1.477,0.9940119760479041,0.8632378725891292,-0.02671284563930887,0.2696386928702641
1.606,1.428,0.9616766467065869,0.8345996493278783,-0.024755547442743886,0.1816492827264977
1.668,1.556,0.9988023952095808,0.9094097019286966,-0.10892971416030095,-1.049468582358448
1.649,1.54,0.9874251497005988,0.9000584453535944,-0.10965794332060641,-1.2482205870149419
1.628,1.525,0.9748502994011976,0.8912916423144359,-0.11352815815839268,-1.233994353969622
1.597,1.496,0.9562874251497007,0.8743424897720631,-0.11141057351144612,-1.1403064532848517
1.65,1.5,0.9880239520958084,0.8766803039158386,-0.06297851622136985,-0.37499409701688124
1.675,1.486,1.0029940119760479,0.8684979544126241,-0.021990716736636884,0.5557644112580763
1.685,1.578,1.0089820359281438,0.9222676797194623,-0.11705339906488099,-1.4310787055105594
1.665,1.534,0.9970059880239521,0.896551724137931,-0.0868060292557209,-0.7027301748521501
1.692,1.509,1.0131736526946107,0.8819403857393336,-0.031256387318697954,0.7381831874884804
1.674,1.508,1.0023952095808384,0.8813559322033898,-0.048114401641217164,0.3066414882672911
1.605,1.452,0.9610778443113773,0.8486265341905318,-0.053163203702286,0.24440782908225103
1.677,1.522,1.004191616766467,0.8895382817066043,-0.061102201125949884,0.0724422103607965
1.72,1.591,1.0299401197604792,0.9298655756867329,-0.09689921287213288,-0.863418464247242
1.707,1.55,1.0221556886227545,0.9059029807130333,-0.0630778000954153,0.1964670361445095
1.684,1.517,1.0083832335329341,0.8866160140268847,-0.048392272738545294,0.5873969108607274
1.689,1.525,1.011377245508982,0.8912916423144359,-0.05252815815839251,0.4292692296652935
1.676,1.536,1.0035928143712576,0.8977206312098188,-0.07809000061068283,-0.35908709035717934
1.684,1.54,1.0083832335329341,0.9000584453535944,-0.07465794332060649,-0.21220334966364218
1.614,1.509,0.9664670658682636,0.8819403857393336,-0.1092563873186978,-1.1685323060564206
1.624,1.469,0.9724550898203594,0.858562244301578,-0.053576960219461345,0.6176176234556144
1.617,1.464,0.9682634730538923,0.8556399766218585,-0.05486703183205677,0.6578758643695618
1.572,1.4,0.9413173652694612,0.8182349503214493,-0.026779948473278248,1.4524200859439498
1.538,1.381,0.9209580838323354,0.8071303331385155,-0.03908222060114097,0.9510521831418294
1.527,1.38,0.9143712574850299,0.8065458796025715,-0.048940234923660064,0.5422376988921906
1.583,1.407,0.9479041916167665,0.8223261250730567,-0.023773848215644877,1.3548809357311051
1.631,1.418,0.9766467065868264,0.8287551139684395,0.011664309332065192,2.208463975904928
1.605,1.411,0.9610778443113773,0.8246639392168322,-0.0063417909255685245,1.5447310121680802
1.583,1.355,0.9479041916167665,0.7919345412039742,0.03560940701336257,2.4424958602764937
1.545,1.428,0.9251497005988024,0.8345996493278783,-0.08575554744274405,-1.103419261285699
1.558,1.41,0.9329341317365271,0.8240794856808883,-0.05219980524808743,-0.09367873221169436
1.565,1.434,0.937125748502994,0.8381063705435418,-0.07260746150762953,-0.6523358113780111
1.585,1.484,0.9491017964071856,0.8673290473407363,-0.10970674538167513,-1.5462586583088627
1.625,1.515,0.9730538922155689,0.885447106954997,-0.1051083013835834,-1.3035780115259805
1.654,1.533,0.9904191616766467,0.8959672706019871,-0.09666404357823999,-1.0846824853833406
1.728,1.545,1.0347305389221557,0.9029807130333137,-0.0363678717080107,0.44857475840054556
1.749,1.469,1.047305389221557,0.858562244301578,0.07142303978053866,2.5241844199064496
1.81,1.489,1.0838323353293413,0.8702513150204559,0.10958332623092026,2.564018785983744
1.816,1.492,1.087425149700599,0.8720046756282875,0.11215736919847763,2.156513996240368
1.816,1.467,1.087425149700599,0.8573933372296902,0.14070701113550044,2.1426528161752585
1.844,1.455,1.1041916167664672,0.8503798947983635,0.18241083926527124,2.2380004492099856
1.805,1.415,1.0808383233532934,0.8270017533606078,0.18909026636450776,1.9630197843272532
1.851,1.372,1.1083832335329342,0.8018702513150204,0.2841956504961869,2.375963812750595
1.92,1.397,1.1497005988023952,0.8164815897136177,0.32464600855916426,2.2351196540454983
2.072,1.456,1.2407185628742516,0.8509643483343073,0.4092688535877904,2.3285295503512415
2.022,1.453,1.2107784431137725,0.8492109877264757,0.3626948106202328,1.7534857701813884
1.853,1.408,1.1095808383233534,0.8229105786090005,0.24508416610687433,0.9369802693020417
1.906,1.358,1.141317365269461,0.7936879018118059,0.35518344998091966,1.4327819028747424
1.724,1.158,1.0323353293413173,0.6767971946230273,0.4015805854771026,1.508186442962699
1.652,0.824,0.9892215568862275,0.4815897136177673,0.7110038017557275,2.5004712468443113
1.826,1.026,1.0934131736526946,0.5996493278784336,0.6543226949045831,1.932115460571994
1.977,0.998,1.1838323353293414,0.5832846288720046,0.8372982938740487,2.231698751521811
1.771,0.957,1.0604790419161676,0.559322033898305,0.678119706650766,1.4711147918528806
1.808,0.922,1.0826347305389223,0.5388661601402689,0.7550892053625982,1.5745442667661633
1.905,0.902,1.1407185628742516,0.527177089421391,0.8749289189122162,1.782972158497615
1.87,0.944,1.1197604790419162,0.5517241379310345,0.791965520458018,1.3739325820598534
1.972,0.903,1.1808383233532935,0.5277615429573349,0.9407869332347354,1.7077078058510398
2.017,0.953,1.2077844311377246,0.5569842197545295,0.9286876493606897,1.5003978663849398
2.183,0.905,1.307185628742515,0.5289304500292227,1.1495029618797734,1.9541803022014341
2.101,0.875,1.2580838323353294,0.5113968439509059,1.101762532204201,1.6146683247500966
1.779,0.82,1.0652694610778444,0.47925189947399177,0.8425717444656512,0.726065241714675
1.842,0.843,1.102994011976048,0.4926943308007013,0.8793060738835903,0.7683892291060872
1.871,0.9,1.1203592814371257,0.5260081823495032,0.843212890267178,0.5739819021833377
1.899,0.906,1.137125748502994,0.5295149035651666,0.8643609762022926,0.5783718558309916
1.878,0.916,1.1245508982035928,0.5353594389246055,0.8319411194274833,0.38470860376778154
1.808,0.87,1.0826347305389223,0.5084745762711864,0.8144724605916056,0.24819845097891802
1.795,0.856,1.0748502994011977,0.5002922267679719,0.8174602600763383,0.1831935474143609
1.791,0.843,1.0724550898203593,0.4926943308007013,0.8283060738835901,0.12765322215694933
1.855,0.842,1.1107784431137724,0.4921098772647574,0.8934480595610711,0.4120235383595444
1.881,0.862,1.1263473053892217,0.5037989479836352,0.8966083460114529,0.3623489122251093
1.955,0.887,1.1706586826347307,0.5184102863822326,0.9420587040744302,0.6746055769445493
1.966,0.904,1.177245508982036,0.5283459964932787,0.9336449475572544,0.5305825366718885
1.946,0.919,1.1652694610778442,0.5371127995324372,0.8965151623950407,0.14770433302971486
1.98,0.907,1.18562874251497,0.5300993571011104,0.9442189905248117,0.5384750286118808
2.162,0.913,1.2946107784431138,0.5336060783167738,1.1193670764599262,2.0802523702353763
2.15,0.897,1.2874251497005988,0.5242548217416715,1.1256388472996208,1.84110844597611
2.17,0.864,1.2994011976047903,0.5049678550555231,1.183324374656491,2.0229555078907215
2.256,0.833,1.3508982035928143,0.4868497954412624,1.3047259306583991,2.412227104443118
2.154,0.871,1.2898203592814372,0.5090590298071304,1.1593304749141247,1.2655575753785209
2.255,0.876,1.3502994011976048,0.5119812974868497,1.25462054652672,1.7759843100658708
2.346,0.884,1.4047904191616767,0.5166569257744009,1.3364846611068728,2.0096291051300677
2.361,0.874,1.4137724550898205,0.510812390414962,1.362904517881682,1.8600083630646103
2.186,0.86,1.3089820359281437,0.5026300409117475,1.2038923173664147,0.9281680560383765
2.203,0.854,1.3191616766467065,0.49912331969608414,1.2277442314313,0.9572499707361886
2.108,0.865,1.2622754491017965,0.5055523085914669,1.1201823889790101,0.3376573157493453
2.144,0.864,1.2838323353293415,0.5049678550555231,1.1573243746564912,0.4688642220427504
1.825,0.723,1.0928143712574852,0.4225599064874342,0.9993443551812997,-0.476347184825126
1.862,0.718,1.1149700598802397,0.41963763880771476,1.0420542835687043,-0.30924247663999693
1.855,0.7,1.1107784431137724,0.40911747516072466,1.055610025763361,-0.314403100006983
1.801,0.676,1.078443113772455,0.3950905902980713,1.0290176820229027,-0.5594503805351113
1.935,0.721,1.158682634730539,0.4213909994155464,1.1116283265362616,-0.05838726415914343
1.971,0.717,1.180239520958084,0.4190531852717709,1.1521962692461853,0.17616906657262005
2.004,0.716,1.2,0.418468731735827,1.1863382549236663,0.3698165575795931
2.099,0.726,1.2568862275449104,0.4243132670952659,1.269918398148857,1.0028853521286432
2.1,0.708,1.25748502994012,0.4137931034482758,1.2914741403435137,1.131885754451216
2.112,0.689,1.2646706586826348,0.40268848626534187,1.325171868215651,1.3131504455938798
2.181,0.697,1.3059880239520958,0.407364114552893,1.3850359827958036,1.644458860763434
2.138,0.695,1.280239520958084,0.40619520748100524,1.3443199541507653,1.174572536293543
2.195,0.658,1.31437125748503,0.38457042665108127,1.443573424217559,1.8157064388578965
2.205,0.637,1.3203592814371259,0.3722969023962595,1.4775551234446582,1.7974411340193532
2.189,0.597,1.3107784431137726,0.34891876095850377,1.5072345505438949,1.7622156262026925
2.235,0.571,1.3383233532934131,0.33372296902396253,1.5829261781583985,1.9694126225918376
2.198,0.537,1.3161676646706588,0.3138515488018703,1.5847536911927496,1.772802684842916
2.075,0.545,1.2425149700598803,0.3185271770894214,1.4526178057729024,0.9609447317441181
2.074,0.621,1.2419161676646706,0.3629456458211572,1.3648268942843527,0.4528651387868168
2.18,0.628,1.3053892215568863,0.36703682057276443,1.4628329945419867,0.8883488698309097
2.151,0.658,1.2880239520958083,0.38457042665108127,1.399573424217559,0.49303510330725236
2.151,0.646,1.2880239520958083,0.37755698421975453,1.4132772523473298,0.49500805175938734
