FLMUSDT,10000NFTUSDT,FLMUSDT_perc,10000NFTUSDT_perc,spread,zscore
0.11815,0.006419,1.0,1.0,-0.01805630167855926,
0.10815,0.006285,0.9153618281845112,0.9791244742171678,-0.025212923516084285,
0.11166,0.006389,0.9450698264917476,0.995326374824739,-0.02390972447800517,
0.114,0.006431,0.9648751586965721,1.0018694500701044,-0.022460932558780913,
0.11266,0.0064,0.9535336436732966,0.9970400373890014,-0.023143136118208354,
0.10551,0.006259,0.8930173508252222,0.9750739990652749,-0.02730122327560404,
0.10534,0.006564,0.8915785019043588,1.0225891883470946,-0.033943091481237433,
0.1002,0.006497,0.8480744815911976,1.0121514254556785,-0.037661402399999946,
0.10588,0.006052,0.8961489631823952,0.9428259853559744,-0.022538840591780768,
0.09871,0.006028,0.8354633939906898,0.9390870852157657,-0.02919957883133749,
0.09624,0.006078,0.8145577655522641,0.9468764605078672,-0.03273054083226097,
0.10109,0.006238,0.8556072788827761,0.9718024614425922,-0.03127561923521617,
0.10787,0.006609,0.9129919593736774,1.029599626109986,-0.03236795728206859,
0.10584,0.006625,0.8958104104951333,1.0320922262034584,-0.0347374651223641,
0.1021,0.006668,0.8641557342361404,1.0387910889546659,-0.039389892443158325,
0.10706,0.006642,0.9061362674566229,1.034740613802773,-0.033878192202678084,
0.11373,0.006599,0.962589928057554,1.0280417510515656,-0.02629576488188387,
0.1146,0.006648,0.9699534490055014,1.0356753388378253,-0.02646550764278892,
0.11969,0.006703,1.0130342784595854,1.044243651659137,-0.02254256584380475,
0.12928,0.006553,1.094202285230639,1.0208755257828321,-0.009769679841034246,
0.11183,0.006392,0.9465086754126111,0.9957937373422652,-0.023803382198060594,0.5228491336162259
0.11938,0.00638,1.010410495133305,0.9939242872721608,-0.01599875131783894,1.5901204627320893
0.17026,0.006465,1.441049513330512,1.0071662252687335,0.033077613280591084,3.840828203855326
0.15569,0.006539,1.3177316969953448,1.0186945007010437,0.016937389519224327,2.2566150732320915
0.15718,0.006539,1.3303427845958526,1.0186945007010437,0.01842738951922432,1.9861901070440515
0.1716,0.006679,1.4523910283537875,1.040504751518928,0.029876695916638524,2.1299302737825774
0.15783,0.006355,1.3358442657638594,0.99002959962611,0.022981729682622798,1.6046955916263348
0.20287,0.006536,1.7170545916208209,1.0182271381835177,0.06418104723927973,2.5618469307545984
0.18966,0.006646,1.6052475666525603,1.035363763826141,0.048636930837248016,1.768932532323306
0.17431,0.00651,1.4753279729157849,1.014176663031625,0.03617274747975993,1.2388684470702118
0.19668,0.006884,1.6646635632670332,1.0724411902165447,0.050606751712852144,1.4939004856822509
0.24747,0.006855,2.0945408379179007,1.0679233525471257,0.10201210967338778,2.403927975641154
0.1739,0.006735,1.47185780787135,1.049228851846082,0.030988418475604185,0.5594771678392451
0.17364,0.006665,1.4696572154041472,1.0383237264371397,0.032213765276897094,0.524168649945497
0.15704,0.005864,1.329157850190436,0.9135379342576726,0.03261037653169162,0.46701329708752204
0.15428,0.005794,1.305797714769361,0.9026328088487302,0.031335723332984525,0.3620343751120885
0.16343,0.00608,1.3832416419805331,0.9471880355195513,0.034417020687702055,0.37878651384977996
0.16406,0.006163,1.3885738468049091,0.9601183985044399,0.033285823766169065,0.27402931231649313
0.17055,0.006152,1.4435040203131613,0.9584047359401776,0.040009235406372246,0.41657727629097424
0.22108,0.0062,1.8711807024968259,0.9658825362205951,0.08952071188548569,1.8983253747017543
0.2047,0.006227,1.7325433770630554,0.9700887988783299,0.07256779240498698,1.2162027806023252
0.25689,0.006336,2.1742699957680913,0.9870696370151113,0.12244489524297375,2.508197498296962
0.22069,0.006205,1.867879813796022,0.9666614737498052,0.08902461568539333,1.353693046974723
0.21146,0.006185,1.789758781210326,0.9635457236329646,0.08021900048576272,0.9623178053011875
0.21278,0.006238,1.8009310198899702,0.9718024614425922,0.08041438076478383,0.8811804175142824
0.23052,0.006367,1.9510791366906475,0.9918990496962143,0.09541709880240118,1.2609175888459554
0.2317,0.006444,1.961066440964875,1.0038946876460508,0.09496321732097895,1.129274471025961
0.21474,0.00644,1.817520101565806,1.0032715376226826,0.07808809428105284,0.49670316240471324
0.20797,0.006551,1.76022005924672,1.0205639507711481,0.06896275863900267,0.17215107042001723
0.20941,0.006258,1.7724079559881507,0.9749182115594328,0.07661999596441443,0.3927046437225458
0.20743,0.00643,1.755649597968684,1.0017136625642622,0.07099028668123755,0.143092514776659
0.19971,0.006213,1.6903089293271265,0.9679077737965415,0.06787486176524557,0.002390330767616653
0.20755,0.006283,1.7566652560304699,0.9788128992054838,0.07422951496395266,0.29049508164407956
0.19584,0.00621,1.657553956834532,0.9674404112790155,0.06406851948530096,-0.15715926864978771
0.18681,0.006282,1.581125687685146,0.9786571116996416,0.05351073420397112,-0.6404612186129532
0.19076,0.006353,1.614557765552264,0.9897180246144259,0.05595416816265977,-0.6174044373015801
0.18667,0.006411,1.5799407532797292,0.9987536999532637,0.050633452241588495,-0.9401589762105738
0.16778,0.006165,1.4200592467202708,0.960429973516124,0.03696338528613213,-1.5887177581589034
0.1615,0.00608,1.3669064748201438,0.9471880355195513,0.03248702068770207,-1.7886369349330782
0.13792,0.005715,1.1673296656792211,0.8903255958872097,0.01665204329444364,-2.243637518731158
0.13399,0.005794,1.134066864155734,0.9026328088487302,0.011045723332984522,-2.0785784083185503
0.13645,0.005865,1.1548878544223444,0.9136937217635146,0.011999157291673113,-1.7705413144445568
0.1316,0.005921,1.1138383410918322,0.9224178220906682,0.005960879850638812,-1.832495242179713
0.13455,0.00586,1.1388066017774017,0.9129147842343044,0.0102052534917655,-1.5037704178139852
0.13389,0.00584,1.1332204824375793,0.9097990341174637,0.009969638292134902,-1.3567621062538358
0.13188,0.00596,1.116208209902666,0.9284935348185075,0.005413329489918489,-1.3556195017191734
0.11735,0.005678,0.9932289462547608,0.8845614581710546,-0.0031328448248729573,-1.4901853506748373
0.11869,0.00581,1.0045704612780364,0.9051254089422028,-0.004593784507311002,-1.4214228356263123
0.11311,0.00568,0.9573423614049936,0.8848730331827387,-0.007415283304909898,-1.3766542542538378
0.11875,0.005828,1.0050782903089293,0.9079295840473594,-0.004915730827643475,-1.175571385729272
0.11354,0.005803,0.9609818027930597,0.9040348964013086,-0.009595249827181712,-1.2268822308152052
0.11491,0.005803,0.9725772323317816,0.9040348964013086,-0.008225249827181716,-1.0872183630262773
0.1163,0.005878,0.9843419382141345,0.915718959339461,-0.008426692828566978,-1.011101830536045
0.1162,0.00579,0.9834955564959796,0.9020096588253622,-0.006659399706941613,-0.8913509204574463
0.11957,0.00583,1.0120186203977992,0.9082411590590435,-0.00413816930768042,-0.7274775533333189
0.12055,0.005849,1.0203131612357172,0.9112011216700421,-0.0035613348680313406,-0.635049557192299
0.11754,0.005795,0.9948370715192552,0.9027885963545723,-0.00542549590703395,-0.6871416416151085
0.1085,0.005684,0.9183241641980533,0.8854961832061068,-0.01211016026498378,-1.1185089060691598
0.11095,0.005742,0.9390605162928479,0.8945318585449447,-0.01089087618605504,-1.0229574109568491
0.1135,0.005697,0.9606432501057977,0.8875214207820532,-0.007386010385223879,-0.7035293043480098
0.12149,0.0059,1.0282691493863731,0.9191462844679856,-0.0037035161089733065,-0.19678821753421175
0.12155,0.005844,1.0287769784172662,0.9104221841408319,-0.0024552386679389943,0.049942709658462814
0.12034,0.005838,1.0185357596275921,0.9094874591057798,-0.0035379232278281714,0.0024661133750789096
0.11721,0.005793,0.992044011849344,0.9024770213428883,-0.0057130574269970286,-0.26965736899460796
0.10916,0.00544,0.9239102835378755,0.8474840317806512,-0.006272665700477104,-0.27734006254271626
0.1082,0.005615,0.9157850190435887,0.8747468453030067,-0.010946032703709349,-1.3299917027525618
0.10548,0.005555,0.8927634363097757,0.8653995949524848,-0.012392878302601149,-1.8422203536878548
0.10525,0.005497,0.8908167583580194,0.856363919613647,-0.011392162381529888,-1.3685588030322977
0.10851,0.005731,0.9184088023698688,0.8928181959806823,-0.01309746454585188,-1.678385084432443
0.09665,0.005545,0.8180279305966991,0.8638417198940644,-0.021010685902416434,-2.8961422815267235
0.10315,0.005463,0.8730427422767668,0.8510671444150179,-0.0127707082209019,-0.9423616473901508
0.10116,0.005346,0.8561997460854845,0.8328400062315002,-0.012278057138740903,-0.7913894880962744
0.10183,0.005205,0.8618705035971223,0.8108739679077739,-0.008616144296136635,0.019365030808663232
0.10805,0.005379,0.9145154464663562,0.8379809939242873,-0.0060882920593504225,0.5475063533645881
0.10762,0.00534,0.9108760050782903,0.831905281196448,-0.005690741698630097,0.620902092944611
0.10603,0.005288,0.8974185357596276,0.8238043308926624,-0.006177341217669649,0.5453293828476513
0.10345,0.005249,0.8755818874312314,0.8177286181648232,-0.00792979085694931,0.2107062580298392
0.10516,0.005205,0.89005501481168,0.8108739679077739,-0.005286144296136636,0.8123884396690145
0.11022,0.005053,0.9328819297503174,0.787194267019785,0.0029991801866708218,2.2192302278193763
0.10715,0.004987,0.9068980110029623,0.7769122916342109,0.001329650027889831,1.6516863226438365
0.10918,0.005002,0.9240795598815065,0.7792491042218415,0.003041361427612785,1.725010493283605
0.1148,0.005001,0.9716462124418113,0.7790933167159994,0.008682580667631265,2.24079206271047
0.1147,0.00499,0.9707998307236563,0.7773796541517369,0.008815992307834433,1.9655659789304072
0.11669,0.005111,0.9876428269149387,0.7962299423586229,0.008238464265599557,1.6786644188279118
0.12548,0.005101,1.0620397799407533,0.7946720673002025,0.017240656665784268,2.2683591980248603
0.1185,0.005282,1.002962336013542,0.8228696058576103,0.0064199742224411716,1.0342913583672153
0.1178,0.005413,0.9970376639864579,0.8432777691229164,0.0029402537800215928,0.6125010706217623
0.1151,0.00557,0.9741853575962758,0.8677364075401153,-0.003091166902878209,-0.05635208341498666
0.1142,0.005375,0.9665679221328819,0.837357843900919,0.0001465849007234732,0.2329175628009028
0.11389,0.005509,0.9639441388066018,0.8582333696837513,-0.003006793261751517,-0.16606425495416471
0.11219,0.005634,0.9495556495979687,0.8777068079140052,-0.007359198264060285,-0.8260407281920658
0.10586,0.005524,0.8959796868387642,0.8605701822713818,-0.011355081862028577,-1.361599599580398
0.10515,0.005528,0.8899703766398644,0.8611933322947499,-0.012149958822102458,-1.4668176680429237
0.10546,0.005561,0.8925941599661447,0.866334319987537,-0.012540193742711966,-1.4478540820165524
0.10415,0.005539,0.8815065594583157,0.8629069948590122,-0.013383370462305616,-1.440871760036347
0.1031,0.005694,0.8726195514176893,0.8870540582645272,-0.017722352665168487,-1.7459268356047317
0.10381,0.00551,0.878628861616589,0.8583891571895934,-0.013108012501770003,-1.1633152478358344
0.1069,0.00567,0.904782056707575,0.8833151581243184,-0.0134130909047252,-1.1387043506092973
0.11165,0.005702,0.9449851883199323,0.8883003583112633,-0.009342106585316229,-0.6865413507002046
0.10875,0.005649,0.9204401184934405,0.8800436205016358,-0.011117486864337334,-0.7943766407730545
0.10375,0.006057,0.8781210325856961,0.9436049228851846,-0.024774936791873106,-1.8774233255630304
0.10232,0.006213,0.8660177740160812,0.9679077737965415,-0.029515138234754434,-1.9673704593997705
0.10339,0.00619,0.8750740584003385,0.9643246611621747,-0.027957095714329624,-1.6347111262252203
0.10425,0.006311,0.8823529411764706,0.9831749493690606,-0.029664623756564493,-1.5922409340000752
0.10884,0.006494,0.9212018620397799,1.0116840629381523,-0.02895774467994451,-1.3986225270692865
0.10566,0.006464,0.8942869234024545,1.0070104377628915,-0.03150116747939041,-1.5580660652528031
0.10917,0.006482,0.9239949217096911,1.0098146128680479,-0.02837311379972289,-1.1973686976695377
0.11168,0.006426,0.9452391028353787,1.0010905125408942,-0.024674836358688557,-0.7823982498723993
0.10925,0.006337,0.9246720270842149,0.9872254245209533,-0.025216323997044723,-0.7582927156890538
0.11253,0.00637,0.9524333474396953,0.9923664122137404,-0.022636558917654218,-0.41865368865034847
0.1149,0.006437,0.9724925941599661,1.0028041751051566,-0.02168824799889174,-0.23080152306263624
0.11399,0.006258,0.9647905205247566,0.9749182115594328,-0.018800004035585585,0.2092337836899253
0.11772,0.006206,0.996360558611934,0.9668172612556473,-0.013966603554625132,0.8834931992738099
0.11371,0.006304,0.962420651713923,0.9820844368281663,-0.02005608907643519,0.11482743959295594
0.10736,0.00628,0.9086754126110875,0.9783455366879575,-0.025896827315991924,-0.6300302536873529
0.11543,0.006303,0.9769784172661871,0.9819286493223243,-0.018314869836416725,0.5084816109311695
0.12461,0.0064,1.0546762589928056,0.9970400373890014,-0.011193136118208352,1.4453150122421394
0.12038,0.006383,1.018874312314854,0.9943916497896867,-0.01506240903789434,0.9259281116354858
0.11298,0.005938,0.9562420651713922,0.9250662096899828,-0.013019847229675169,1.2116370303776514
0.11312,0.005905,0.9574269995768091,0.9199252219971957,-0.012179612309065668,1.395117418821171
0.09421,0.005524,0.7973762166737198,0.8605701822713818,-0.02300508186202857,-0.1249825364744698
0.0736,0.005082,0.6229369445619974,0.7917121046892038,-0.03423617777386481,-1.6892105983305254
0.08655,0.005384,0.7325433770630554,0.8387599314534974,-0.02769438825944276,-0.7558867310042813
0.08197,0.005331,0.6937790943715616,0.8305031936438697,-0.03114976853846385,-1.2148740662260995
0.07801,0.005323,0.6602623783326279,0.8292568935971334,-0.034940014618316084,-1.6423193747839826
0.0778,0.005121,0.6584849767245027,0.7977878174170431,-0.03086372813458514,-1.0571501995089496
0.08038,0.005107,0.6803216250528987,0.7956067923352548,-0.027986658774326573,-0.7051832222682436
0.08131,0.005086,0.6881929750317393,0.792335254712572,-0.026611054733938697,-0.5301979607867415
0.08042,0.004865,0.6806601777401609,0.7579062159214831,-0.02281160268985681,-0.011435384564403702
0.07943,0.004732,0.6722809987304273,0.7371864776444929,-0.020979443767400296,0.21733211286448414
0.0786,0.004689,0.6652560304697418,0.7304876148932855,-0.020897016446606062,0.21700741661250136
0.07866,0.004715,0.6657638595006347,0.7345380900451783,-0.021388716687086293,0.14605569650876515
0.07565,0.004503,0.6402877697841726,0.7015111388066677,-0.019900237803170656,0.3631793409962403
0.07507,0.004585,0.6353787558188743,0.7142857142857142,-0.022220215484685182,0.09592834138195117
0.0782,0.004563,0.6618705035971223,0.7108583891571896,-0.018623392204278846,0.6084319680571567
0.08163,0.004685,0.6909013965298348,0.7298644648699174,-0.017782139486532206,0.6701170860299273
0.082,0.004746,0.694033008887008,0.7393675027262814,-0.018706513127658878,0.54016929745528
0.08213,0.004775,0.6951333051206093,0.7438853403957002,-0.019191871088194506,0.5611532696318594
0.0831,0.004768,0.7033432077867117,0.742794827854806,-0.018073336408065216,0.774077935058524
0.08187,0.004745,0.6929327126534066,0.7392117152204393,-0.018815293887640402,0.739981913136201
0.08125,0.004665,0.6876851460008464,0.7267487147530768,-0.017737754686162788,1.0344107298927734
0.08295,0.004682,0.7020736352094794,0.7293971023523914,-0.016398481766476805,1.1735625716731266
0.08754,0.00479,0.7409225560727889,0.7462221529833307,-0.014100159688471545,1.4708636525304146
0.08628,0.00474,0.7302581464240372,0.7384327776912292,-0.01429919768754806,1.2937668278646164
0.08809,0.00478,0.7455776555226407,0.7446642779249104,-0.013337967288286859,1.3552141747823336
0.08715,0.00471,0.7376216673719848,0.7337591525159681,-0.012792620486993936,1.477485447262182
0.08644,0.004707,0.731612357173085,0.7332917899984421,-0.01343896276693854,1.323291382131501
0.08551,0.0047,0.7237410071942446,0.7322012774575479,-0.014220428086809248,1.0947432271672997
0.08699,0.004708,0.7362674566229369,0.7334475775042842,-0.012910182006957024,1.4210246311869283
0.08305,0.004661,0.7029200169276343,0.7261255647297087,-0.015852877726088926,0.44843647683200205
0.08427,0.004722,0.713245873889124,0.7356286025860725,-0.01592725136721558,0.358675960704948
0.08588,0.004703,0.7268726195514177,0.7326686399750739,-0.013914085806864651,0.9533939738400145
0.0861,0.004704,0.7287346593313584,0.732824427480916,-0.013715305046883133,0.9443831657519637
0.0864,0.004652,0.7312738044858231,0.7247234771771304,-0.012311904565922682,1.3277405859107545
0.087,0.004655,0.7363520947947524,0.7251908396946565,-0.011775562285978106,1.4884802810482742
0.08853,0.004713,0.7493017350825222,0.7342265150334943,-0.01147627820704937,1.454120546284418
0.08895,0.004724,0.7528565382987727,0.7359401775977567,-0.011289689847252524,1.3764140170890702
0.0906,0.004917,0.7668218366483284,0.7660071662252688,-0.013735003170817259,0.33855598292106104
0.07913,0.0045,0.6697418535759628,0.7010437762891415,-0.016356580083115232,-0.9007782020836015
0.07761,0.004554,0.6568768514600084,0.7094563016046113,-0.019022419044112615,-2.02693906246911
0.07735,0.004538,0.6546762589928058,0.7069637015111389,-0.01894291120381711,-1.9780628769738238
0.07309,0.004535,0.6186203977994075,0.7064963389936126,-0.023139253483761682,-2.923283217578891
0.07625,0.004532,0.6453660600931019,0.7060289764760865,-0.019915595763706273,-1.6345231471759247
0.07534,0.004533,0.6376639864578926,0.7061847639819285,-0.020846815003724734,-1.692023354418441
0.0752,0.004535,0.6364790520524757,0.7064963389936126,-0.02102925348376168,-1.54651465034662
0.07496,0.004462,0.6344477359289039,0.6951238510671444,-0.01972024896241338,-1.0708165067127946
0.07471,0.004446,0.6323317816335167,0.692631250973672,-0.019630741122117865,-0.9512058572487476
0.0734,0.004448,0.6212441811256877,0.692942825985356,-0.02098317960215479,-1.193442687043563
0.07249,0.004445,0.6135421074904782,0.6924754634678298,-0.021829521882099384,-1.2772542128524558
0.07205,0.004398,0.6098180279305967,0.6851534506932544,-0.021272217601231297,-1.030492808376304
0.06911,0.00439,0.584934405416843,0.6839071506465181,-0.024042463681083523,-1.54278565286872
0.07029,0.00438,0.5949217096910707,0.6823492755880979,-0.02265027128089883,-1.0976150005397374
0.06992,0.004341,0.5917900973338975,0.6762735628602586,-0.022192720920178516,-0.8999599501356225
0.0703,0.00434,0.5950063478628862,0.6761177753544165,-0.02179150168016003,-0.72814001161349
0.0723,0.004344,0.6119339822259839,0.6767409253777846,-0.019876378640233908,-0.19412581631039402
0.07384,0.004366,0.6249682606855692,0.6801682505063094,-0.01880320192064025,0.1851703169139461
0.0746,0.00432,0.6314007617435463,0.6730020252375759,-0.017067116879790636,0.8654293689757788
0.07578,0.004256,0.641388066017774,0.6630316248636859,-0.014529085518608556,1.9963641841489785
0.07568,0.00416,0.6405416842996191,0.6480760243028508,-0.012592038476835418,2.5661548442877073
0.0741,0.004025,0.6271688531527718,0.6270447110141766,-0.011307441074341965,2.5059814309799617
